Formula,Type,Crystal system,Ionic conductivity (S/cm),Reference,Spacegroup,Unnamed: 6,Reference index,Source,composition,MagpieData minimum Number,MagpieData maximum Number,MagpieData range Number,MagpieData mean Number,MagpieData avg_dev Number,MagpieData mode Number,MagpieData minimum MendeleevNumber,MagpieData maximum MendeleevNumber,MagpieData range MendeleevNumber,MagpieData mean MendeleevNumber,MagpieData avg_dev MendeleevNumber,MagpieData mode MendeleevNumber,MagpieData minimum AtomicWeight,MagpieData maximum AtomicWeight,MagpieData range AtomicWeight,MagpieData mean AtomicWeight,MagpieData avg_dev AtomicWeight,MagpieData mode AtomicWeight,MagpieData minimum MeltingT,MagpieData maximum MeltingT,MagpieData range MeltingT,MagpieData mean MeltingT,MagpieData avg_dev MeltingT,MagpieData mode MeltingT,MagpieData minimum Column,MagpieData maximum Column,MagpieData range Column,MagpieData mean Column,MagpieData avg_dev Column,MagpieData mode Column,MagpieData minimum Row,MagpieData maximum Row,MagpieData range Row,MagpieData mean Row,MagpieData avg_dev Row,MagpieData mode Row,MagpieData minimum CovalentRadius,MagpieData maximum CovalentRadius,MagpieData range CovalentRadius,MagpieData mean CovalentRadius,MagpieData avg_dev CovalentRadius,MagpieData mode CovalentRadius,MagpieData minimum Electronegativity,MagpieData maximum Electronegativity,MagpieData range Electronegativity,MagpieData mean Electronegativity,MagpieData avg_dev Electronegativity,MagpieData mode Electronegativity,MagpieData minimum NsValence,MagpieData maximum NsValence,MagpieData range NsValence,MagpieData mean NsValence,MagpieData avg_dev NsValence,MagpieData mode NsValence,MagpieData minimum NpValence,MagpieData maximum NpValence,MagpieData range NpValence,MagpieData mean NpValence,MagpieData avg_dev NpValence,MagpieData mode NpValence,MagpieData minimum NdValence,MagpieData maximum NdValence,MagpieData range NdValence,MagpieData mean NdValence,MagpieData avg_dev NdValence,MagpieData mode NdValence,MagpieData minimum NfValence,MagpieData maximum NfValence,MagpieData range NfValence,MagpieData mean NfValence,MagpieData avg_dev NfValence,MagpieData mode NfValence,MagpieData minimum NValence,MagpieData maximum NValence,MagpieData range NValence,MagpieData mean NValence,MagpieData avg_dev NValence,MagpieData mode NValence,MagpieData minimum NsUnfilled,MagpieData maximum NsUnfilled,MagpieData range NsUnfilled,MagpieData mean NsUnfilled,MagpieData avg_dev NsUnfilled,MagpieData mode NsUnfilled,MagpieData minimum NpUnfilled,MagpieData maximum NpUnfilled,MagpieData range NpUnfilled,MagpieData mean NpUnfilled,MagpieData avg_dev NpUnfilled,MagpieData mode NpUnfilled,MagpieData minimum NdUnfilled,MagpieData maximum NdUnfilled,MagpieData range NdUnfilled,MagpieData mean NdUnfilled,MagpieData avg_dev NdUnfilled,MagpieData mode NdUnfilled,MagpieData minimum NfUnfilled,MagpieData maximum NfUnfilled,MagpieData range NfUnfilled,MagpieData mean NfUnfilled,MagpieData avg_dev NfUnfilled,MagpieData mode NfUnfilled,MagpieData minimum NUnfilled,MagpieData maximum NUnfilled,MagpieData range NUnfilled,MagpieData mean NUnfilled,MagpieData avg_dev NUnfilled,MagpieData mode NUnfilled,MagpieData minimum GSvolume_pa,MagpieData maximum GSvolume_pa,MagpieData range GSvolume_pa,MagpieData mean GSvolume_pa,MagpieData avg_dev GSvolume_pa,MagpieData mode GSvolume_pa,MagpieData minimum GSbandgap,MagpieData maximum GSbandgap,MagpieData range GSbandgap,MagpieData mean GSbandgap,MagpieData avg_dev GSbandgap,MagpieData mode GSbandgap,MagpieData minimum GSmagmom,MagpieData maximum GSmagmom,MagpieData range GSmagmom,MagpieData mean GSmagmom,MagpieData avg_dev GSmagmom,MagpieData mode GSmagmom,MagpieData minimum SpaceGroupNumber,MagpieData maximum SpaceGroupNumber,MagpieData range SpaceGroupNumber,MagpieData mean SpaceGroupNumber,MagpieData avg_dev SpaceGroupNumber,MagpieData mode SpaceGroupNumber,0-norm,2-norm,3-norm,5-norm,7-norm,10-norm,compound possible,max ionic char,avg ionic char,frac s valence electrons,frac p valence electrons,frac d valence electrons,frac f valence electrons
Na1.9Al0.9Ti1.1(PO4)3,NASICON,Trigonal,1.3e-07,"1,2,3",167.0,,56.0,10.1038/s41598-018-27851-x,Na1.9 Al0.9 Ti1.1 P3 O12,8.0,22.0,14.0,10.465608465608467,3.130931384899639,8.0,2.0,87.0,85.0,74.5925925925926,18.42445620223398,87.0,15.9994,47.867,31.867599999999996,21.45670541650794,6.92991164001008,15.9994,54.8,1941.0,1886.2,279.86116402116403,285.7919543125893,54.8,1.0,16.0,15.0,13.492063492063494,3.6633912824389006,16.0,2.0,4.0,2.0,2.4232804232804233,0.5374989501973629,2.0,66.0,166.0,100.0,90.65079365079366,31.30259511211893,66.0,0.93,3.44,2.51,2.791534391534392,0.8234483917023598,3.44,1.0,2.0,1.0,1.8994708994708995,0.18084600095182102,2.0,0.0,4.0,4.0,3.0634920634920637,1.1892164273116654,4.0,0.0,2.0,2.0,0.11640211640211642,0.21925478010134097,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,5.0,5.07936507936508,1.169060216679264,6.0,0.0,1.0,1.0,0.10052910052910054,0.18084600095182107,0.0,0.0,5.0,5.0,1.9841269841269842,0.6298815822625347,2.0,0.0,8.0,8.0,0.4656084656084657,0.8770191204053639,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,8.0,7.0,2.5502645502645507,1.0104420368970637,2.0,9.105,29.2433333333,20.1383333333,14.059473418987833,6.291394817762326,9.105,0.0,1.625,1.625,0.25793650793650796,0.4339884101788864,0.0,0.0,2.25333333333e-05,2.25333333333e-05,1.3114638447952384e-06,2.470270522471454e-06,0.0,2.0,229.0,227.0,52.96296296296296,68.19517930629043,12.0,5,0.6663936620823924,0.6392897509474477,0.6350583423719791,0.6349264032461116,0.6349206961030752,True,0.792997622442975,0.13012570561006853,0.3739583333333333,0.603125,0.02291666666666667,0.0
Na1.4In0.4Ti1.6(PO4)3,NASICON,Trigonal,1.86e-08,"1,2,3,15",167.0,,57.0,10.1016/j.jpowsour.2013.09.140,Na1.4 In0.4 Ti1.6 P3 O12,8.0,49.0,41.0,11.478260869565217,4.609640831758034,8.0,2.0,87.0,85.0,75.79347826086956,16.967155009451798,87.0,15.9994,114.818,98.8186,23.892074075652175,10.432099524102082,15.9994,54.8,1941.0,1886.2,293.816195652174,311.76025519848776,54.8,1.0,16.0,15.0,13.58695652173913,3.608223062381853,16.0,2.0,5.0,3.0,2.4782608695652177,0.6238185255198488,2.0,66.0,166.0,100.0,90.11956521739131,31.460302457466923,66.0,0.93,3.44,2.51,2.843913043478261,0.7775047258979204,3.44,1.0,2.0,1.0,1.923913043478261,0.14059546313799612,2.0,0.0,4.0,4.0,3.1195652173913047,1.1483931947069943,4.0,0.0,10.0,10.0,0.391304347826087,0.6975425330812857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,13.0,12.0,5.434782608695652,1.066162570888469,6.0,0.0,1.0,1.0,0.07608695652173914,0.14059546313799623,0.0,0.0,5.0,5.0,1.9021739130434785,0.620274102079395,2.0,0.0,8.0,8.0,0.6956521739130436,1.2703213610586013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,8.0,7.0,2.673913043478261,1.1337429111531192,2.0,9.105,29.2433333333,20.1383333333,13.821705486533697,6.152224547652647,9.105,0.0,1.625,1.625,0.2649456521739131,0.4434959829867676,0.0,0.0,2.25333333333e-05,2.25333333333e-05,1.959420289852174e-06,3.5780718336431008e-06,0.0,2.0,229.0,227.0,45.46739130434783,57.827268431001905,12.0,5,0.6824494414061854,0.656411615521786,0.6523095554142831,0.6521796966050561,0.652173975385881,True,0.792997622442975,0.12102372051786192,0.35400000000000004,0.5740000000000001,0.072,0.0
Na1.4In0.4Sn1.6(PO4)3,NASICON,Trigonal,2.72e-08,"1,2,3,15",167.0,,58.0,10.1038/srep18053,Na1.4 In0.4 Sn1.6 P3 O12,8.0,50.0,42.0,13.913043478260871,8.155954631379963,8.0,2.0,87.0,85.0,79.01086956521739,11.89343100189036,87.0,15.9994,118.71,102.7106,30.052334945217396,19.40465339933838,15.9994,54.8,505.08,450.28,168.95358695652175,148.89598298676748,54.8,1.0,16.0,15.0,14.456521739130435,2.1904536862003776,16.0,2.0,5.0,3.0,2.565217391304348,0.7372400756143669,2.0,66.0,166.0,100.0,88.29347826086956,29.078449905482042,66.0,0.93,3.44,2.51,2.880434782608696,0.729867674858223,3.44,1.0,2.0,1.0,1.923913043478261,0.14059546313799612,2.0,0.0,4.0,4.0,3.2934782608695654,0.9215500945179584,4.0,0.0,10.0,10.0,1.0869565217391306,1.9376181474480156,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,14.0,13.0,6.304347826086957,1.6294896030245751,6.0,0.0,1.0,1.0,0.07608695652173914,0.14059546313799623,0.0,0.0,5.0,5.0,2.25,0.6684782608695653,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,4.0,2.3260869565217392,0.6271266540642724,2.0,9.105,33.285,24.179999999999996,15.264748964794567,8.034455171471173,9.105,0.0,1.625,1.625,0.2649456521739131,0.4434959829867676,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,229.0,227.0,40.858695652173914,50.31309073724009,12.0,5,0.6824494414061854,0.656411615521786,0.6523095554142831,0.6521796966050561,0.652173975385881,True,0.792997622442975,0.1109321350904535,0.30517241379310345,0.5224137931034483,0.1724137931034483,0.0
Na1.4In0.4Hf1.6(PO4)3,NASICON,Trigonal,1.86e-07,"1,2,3,15",167.0,,59.0,10.1021/acs.chemmater.6b05369,Na1.4 In0.4 Hf1.6 P3 O12,8.0,72.0,64.0,15.82608695652174,11.211720226843102,8.0,2.0,87.0,85.0,75.96739130434783,16.6836011342155,87.0,15.9994,178.49,162.4906,35.250595814782606,28.370653083742912,15.9994,54.8,2506.0,2451.2,342.94663043478266,384.2064626654065,54.8,1.0,16.0,15.0,13.58695652173913,3.608223062381853,16.0,2.0,6.0,4.0,2.6521739130434785,0.8506616257088848,2.0,66.0,175.0,109.0,91.42391304347827,33.16162570888469,66.0,0.93,3.44,2.51,2.8230434782608698,0.8047258979206049,3.44,1.0,2.0,1.0,1.923913043478261,0.14059546313799612,2.0,0.0,4.0,4.0,3.1195652173913047,1.1483931947069943,4.0,0.0,10.0,10.0,0.391304347826087,0.6975425330812857,0.0,0.0,14.0,14.0,1.2173913043478264,2.2230623818525523,0.0,1.0,18.0,17.0,6.652173913043479,2.249527410207941,6.0,0.0,1.0,1.0,0.07608695652173914,0.14059546313799623,0.0,0.0,5.0,5.0,1.9021739130434785,0.620274102079395,2.0,0.0,8.0,8.0,0.6956521739130436,1.2703213610586013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,8.0,7.0,2.673913043478261,1.1337429111531192,2.0,9.105,29.2433333333,20.1383333333,14.300835921316308,6.777177288673442,9.105,0.0,1.625,1.625,0.2649456521739131,0.4434959829867676,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,229.0,227.0,45.46739130434783,57.827268431001905,12.0,5,0.6824494414061854,0.656411615521786,0.6523095554142831,0.6521796966050561,0.652173975385881,True,0.792997622442975,0.12681406424443317,0.2892156862745098,0.468954248366013,0.0588235294117647,0.18300653594771243
Na2.5Sc0.2Zr1.8(SiO4)1.3(PO4)1.7,NASICON,Trigonal,0.000319,"1,2,3,13",,,60.0,10.1021/acsami.7b00614,Na2.5 Sc0.2 Zr1.8 Si1.3 O12 P1.7,8.0,40.0,32.0,12.482051282051282,5.89638395792242,8.0,2.0,87.0,85.0,70.4051282051282,23.633136094674562,87.0,15.9994,91.224,75.22460000000001,26.24759748717949,13.448506704010523,15.9994,54.8,2128.0,2073.2,436.43512820512825,507.2886232741618,54.8,1.0,16.0,15.0,12.615384615384615,4.766074950690335,16.0,2.0,5.0,3.0,2.5794871794871796,0.7132149901380671,2.0,66.0,175.0,109.0,96.52307692307693,37.56686390532545,66.0,0.93,3.44,2.51,2.6904615384615385,0.9225088757396449,3.44,1.0,2.0,1.0,1.8717948717948718,0.22353714661406968,2.0,0.0,4.0,4.0,2.8564102564102565,1.4325312294543064,4.0,0.0,2.0,2.0,0.19487179487179487,0.3497698882314267,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,5.0,4.923076923076923,1.338856015779093,6.0,0.0,1.0,1.0,0.1282051282051282,0.22353714661406968,0.0,0.0,4.0,4.0,1.7589743589743587,0.8118343195266274,2.0,0.0,9.0,9.0,0.8307692307692307,1.4911242603550294,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,9.0,8.0,2.717948717948718,1.3241288625904013,2.0,9.105,29.2433333333,20.1383333333,15.05167887667128,7.318989386672347,9.105,0.0,1.625,1.625,0.19319999999999998,0.32695384615384615,0.0,0.0,6.35e-06,6.35e-06,6.512820512820514e-08,1.2892044707429323e-07,0.0,2.0,229.0,227.0,71.94871794871794,85.9792241946088,12.0,6,0.644829738140237,0.6187581815648971,0.6154511092784654,0.6153863791220284,0.6153846254319268,True,0.792997622442975,0.14870016438227882,0.3802083333333333,0.5802083333333333,0.03958333333333333,0.0
Na3Sc1.5Zr0.5(SiO4)0.5(PO4)2.5,NASICON,Trigonal,0.000117,"1,2,3,13",,,61.0,10.1021/am503731h,Na3 Sc1.5 Zr0.5 Si0.5 O12 P2.5,8.0,40.0,32.0,11.25,3.975,8.0,2.0,87.0,85.0,66.75,28.925,87.0,15.9994,91.224,75.22460000000001,23.274256542,8.815174029,15.9994,54.8,2128.0,2073.2,359.59800000000007,376.3321,54.8,1.0,16.0,15.0,12.3,5.2,16.0,2.0,5.0,3.0,2.525,0.63,2.0,66.0,175.0,109.0,97.775,38.13000000000001,66.0,0.93,3.44,2.51,2.66,0.9359999999999999,3.44,1.0,2.0,1.0,1.85,0.255,2.0,0.0,4.0,4.0,2.825,1.4537499999999999,4.0,0.0,2.0,2.0,0.125,0.225,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,5.0,4.8,1.49,6.0,0.0,1.0,1.0,0.15,0.255,0.0,0.0,4.0,4.0,1.675,0.8375,2.0,0.0,9.0,9.0,0.875,1.575,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,9.0,8.0,2.7,1.35,2.0,9.105,29.2433333333,20.1383333333,15.429279761894998,7.589135714273999,9.105,0.0,1.625,1.625,0.22244999999999998,0.378165,0.0,0.0,6.35e-06,6.35e-06,4.7625000000000005e-07,8.810625e-07,0.0,2.0,229.0,227.0,66.875,82.06875,12.0,6,0.6363961030678927,0.6053059491187167,0.6001678808053241,0.6000067323066405,0.6000000665177306,True,0.792997622442975,0.1519861156051776,0.3854166666666667,0.5885416666666667,0.026041666666666668,0.0
Na3ScZr(SiO4)2(PO4),NASICON,Trigonal,0.000182,"1,2,3,13",167.0,,62.0,10.1039/C4CS00020J ,Na3 Sc1 Zr1 Si2 O12 P1,8.0,40.0,32.0,11.65,4.575,8.0,2.0,87.0,85.0,67.2,27.5,87.0,15.9994,91.224,75.22460000000001,24.214339092,10.225297854,15.9994,54.8,2128.0,2073.2,470.1755,543.5298,54.8,1.0,16.0,15.0,12.25,5.125,16.0,2.0,5.0,3.0,2.55,0.6599999999999999,2.0,66.0,175.0,109.0,98.2,38.64,66.0,0.93,3.44,2.51,2.6375,0.9630000000000001,3.44,1.0,2.0,1.0,1.85,0.255,2.0,0.0,4.0,4.0,2.75,1.525,4.0,0.0,2.0,2.0,0.15,0.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,5.0,4.75,1.525,6.0,0.0,1.0,1.0,0.15,0.255,0.0,0.0,4.0,4.0,1.75,0.875,2.0,0.0,9.0,9.0,0.85,1.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,9.0,8.0,2.75,1.425,2.0,9.105,29.2433333333,20.1383333333,15.293511904755002,7.426214285706001,9.105,0.0,1.625,1.625,0.15855000000000002,0.269535,0.0,0.0,6.35e-06,6.35e-06,3.1750000000000003e-07,6.0325e-07,0.0,2.0,229.0,227.0,83.75,94.275,12.0,6,0.6324555320336759,0.6043662968260856,0.6001340064855267,0.6000055447999161,0.600000058215631,False,0.792997622442975,0.15577668068506736,0.38947368421052636,0.5789473684210527,0.031578947368421054,0.0
Na3Sc0.8Zr1.2(SiO4)1.2(PO4)1.8,NASICON,Trigonal,0.000142,"1,2,3,13",,,63.0,10.1016/j.materresbull.2007.04.002,Na3 Sc0.8 Zr1.2 Si1.2 O12 P1.8,8.0,40.0,32.0,11.879999999999999,4.92,8.0,2.0,87.0,85.0,67.73,27.105,87.0,15.9994,91.224,75.22460000000001,24.792550451999997,11.092614893999997,15.9994,54.8,2128.0,2073.2,418.5275,468.99120000000005,54.8,1.0,16.0,15.0,12.3,5.13,16.0,2.0,5.0,3.0,2.5599999999999996,0.6719999999999999,2.0,66.0,175.0,109.0,98.09,38.508,66.0,0.93,3.44,2.51,2.6488,0.9494399999999998,3.44,1.0,2.0,1.0,1.85,0.2549999999999999,2.0,0.0,4.0,4.0,2.79,1.4898,4.0,0.0,2.0,2.0,0.16,0.28800000000000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,5.0,4.8,1.4759999999999998,6.0,0.0,1.0,1.0,0.15,0.255,0.0,0.0,4.0,4.0,1.7100000000000002,0.8549999999999999,2.0,0.0,9.0,9.0,0.8400000000000001,1.512,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,9.0,8.0,2.6999999999999997,1.3499999999999996,2.0,9.105,29.2433333333,20.1383333333,15.388321428563,7.539985714275599,9.105,0.0,1.625,1.625,0.19263000000000002,0.32747099999999996,0.0,0.0,6.35e-06,6.35e-06,2.54e-07,4.876800000000001e-07,0.0,2.0,229.0,227.0,74.75,88.39500000000001,12.0,6,0.6319810123729984,0.6042293765004154,0.6001288027123562,0.6000053955346759,0.6000000575785284,True,0.792997622442975,0.1539446112270263,0.3854166666666667,0.58125,0.03333333333333333,0.0
Na3Sc0.5Zr1.5(SiO4)1.5(PO4)1.5,NASICON,Monoclinic,0.000141,"1,3,13",15.0,,64.0,10.1007/s11581-013-0863-8,Na3 Sc0.5 Zr1.5 Si1.5 O12 P1.5,8.0,40.0,32.0,12.15,5.325000000000001,8.0,2.0,87.0,85.0,68.15,26.325,87.0,15.9994,91.224,75.22460000000001,25.443247841999998,12.068660979,15.9994,54.8,2128.0,2073.2,443.7830000000001,507.62595,54.8,1.0,16.0,15.0,12.3,5.1,16.0,2.0,5.0,3.0,2.575,0.6900000000000001,2.0,66.0,175.0,109.0,98.225,38.67,66.0,0.93,3.44,2.51,2.6439999999999997,0.9552000000000002,3.44,1.0,2.0,1.0,1.85,0.2549999999999999,2.0,0.0,4.0,4.0,2.775,1.5037499999999997,4.0,0.0,2.0,2.0,0.175,0.315,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,5.0,4.8,1.4700000000000002,6.0,0.0,1.0,1.0,0.15,0.255,0.0,0.0,4.0,4.0,1.725,0.8625,2.0,0.0,9.0,9.0,0.825,1.4849999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,9.0,8.0,2.7,1.35,2.0,9.105,29.2433333333,20.1383333333,15.370767857135002,7.518921428562,9.105,0.0,1.625,1.625,0.17985,0.30574500000000004,0.0,0.0,6.35e-06,6.35e-06,1.5875000000000002e-07,3.0956250000000004e-07,0.0,2.0,229.0,227.0,78.125,90.76875,12.0,6,0.6324555320336759,0.6042807288939175,0.6001281341589695,0.6000053540754464,0.6000000573880733,True,0.792997622442975,0.15476602254293348,0.3854166666666667,0.578125,0.036458333333333336,0.0
Na3Sc0.2Zr1.8(SiO4)1.8(PO4)1.2,NASICON,Trigonal,0.00019,"1,3,13",,,65.0,10.1016/j.jpowsour.2012.01.131,Na3 Sc0.2 Zr1.8 Si1.8 O12 P1.2,8.0,40.0,32.0,12.42,5.7299999999999995,8.0,2.0,87.0,85.0,68.57,25.545000000000005,87.0,15.9994,91.224,75.22460000000001,26.093945232,13.044707063999999,15.9994,54.8,2128.0,2073.2,469.0385,544.7453699999999,54.8,1.0,16.0,15.0,12.3,5.069999999999999,16.0,2.0,5.0,3.0,2.5900000000000003,0.708,2.0,66.0,175.0,109.0,98.36,38.83200000000001,66.0,0.93,3.44,2.51,2.6392,0.9609599999999998,3.44,1.0,2.0,1.0,1.85,0.25499999999999995,2.0,0.0,4.0,4.0,2.7600000000000002,1.5168,4.0,0.0,2.0,2.0,0.19,0.34199999999999997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,5.0,4.8,1.464,6.0,0.0,1.0,1.0,0.15,0.255,0.0,0.0,4.0,4.0,1.7399999999999998,0.8700000000000001,2.0,0.0,9.0,9.0,0.8099999999999999,1.4579999999999997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,9.0,8.0,2.7,1.35,2.0,9.105,29.2433333333,20.1383333333,15.353214285707002,7.497857142848401,9.105,0.0,1.625,1.625,0.16707,0.28401899999999997,0.0,0.0,6.35e-06,6.35e-06,6.35e-08,1.2572999999999998e-07,0.0,2.0,229.0,227.0,81.5,92.94000000000001,12.0,6,0.6343500610861482,0.6046399515145229,0.6001365504867228,0.6000055329049988,0.6000000579184143,True,0.792997622442975,0.15557666748848115,0.3854166666666667,0.5750000000000001,0.03958333333333334,0.0
Na3.3Sc0.3Zr1.7(SiO4)2(PO4),NASICON,Monoclinic,0.000414,"1,3,13",,,66.0,10.1016/j.jpowsour.2012.01.094,Na3.3 Sc0.3 Zr1.7 Si2 O12 P1,8.0,40.0,32.0,12.295566502463053,5.4997209347472635,8.0,2.0,87.0,85.0,67.3743842364532,26.83588536484748,87.0,15.9994,91.224,75.22460000000001,25.791693311527094,12.488065915503894,15.9994,54.8,2128.0,2073.2,479.5355172413793,553.4638355698999,54.8,1.0,16.0,15.0,12.11822660098522,5.244000097066175,16.0,2.0,5.0,3.0,2.591133004926108,0.6988764590259409,2.0,66.0,175.0,109.0,99.3743842364532,39.45740008250624,66.0,0.93,3.44,2.51,2.611231527093596,0.9798247955543692,3.44,1.0,2.0,1.0,1.83743842364532,0.27227062049552286,2.0,0.0,4.0,4.0,2.70935960591133,1.554514790458395,4.0,0.0,2.0,2.0,0.18226600985221672,0.3286175350044893,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,5.0,4.7290640394088665,1.5292775849935694,6.0,0.0,1.0,1.0,0.1625615763546798,0.27227062049552275,0.0,0.0,4.0,4.0,1.7241379310344827,0.9002887718702224,2.0,0.0,9.0,9.0,0.8029556650246306,1.447693465019777,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,9.0,8.0,2.689655172413793,1.3647018855104465,2.0,9.105,29.2433333333,20.1383333333,15.532770349511823,7.599334403363732,9.105,0.0,1.625,1.625,0.15620689655172415,0.2662442670290471,0.0,0.0,6.35e-06,6.35e-06,9.38423645320197e-08,1.8491106311728018e-07,0.0,2.0,229.0,227.0,85.89655172413794,95.63105146933923,12.0,6,0.6286725678009175,0.5967666332405874,0.5913412271195377,0.5911434493204331,0.5911331523188,True,0.792997622442975,0.15896347802421085,0.3885416666666667,0.5729166666666667,0.03854166666666666,0.0
Na3.5Sc0.5Zr1.5(SiO4)2(PO4),NASICON,Trigonal,0.000488,"1,2,3,13",,,67.0,10.1007/s40145-021-0489-7,Na3.5 Sc0.5 Zr1.5 Si2 O12 P1,8.0,40.0,32.0,12.097560975609756,5.171921475312314,8.0,2.0,87.0,85.0,66.41463414634147,27.978584176085665,87.0,15.9994,91.224,75.22460000000001,25.31296148682927,11.696966884473527,15.9994,54.8,2128.0,2073.2,475.41195121951216,543.5465556216539,54.8,1.0,16.0,15.0,12.0,5.365853658536586,16.0,2.0,5.0,3.0,2.5853658536585367,0.6853063652587745,2.0,66.0,175.0,109.0,99.97560975609755,39.7763236168947,66.0,0.93,3.44,2.51,2.5951219512195123,0.9891255205234979,3.44,1.0,2.0,1.0,1.829268292682927,0.2831647828673408,2.0,0.0,4.0,4.0,2.682926829268293,1.5728732897085071,4.0,0.0,2.0,2.0,0.17073170731707318,0.3081499107674004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,5.0,4.682926829268292,1.5728732897085067,6.0,0.0,1.0,1.0,0.17073170731707318,0.2831647828673409,0.0,0.0,4.0,4.0,1.7073170731707317,0.9161213563355146,2.0,0.0,9.0,9.0,0.8048780487804879,1.4527067221891732,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,9.0,8.0,2.682926829268293,1.3741820345032718,2.0,9.105,29.2433333333,20.1383333333,15.657166085939025,7.670828588416421,9.105,0.0,1.625,1.625,0.15468292682926832,0.2640928019036288,0.0,0.0,6.35e-06,6.35e-06,1.548780487804878e-07,3.0220107079119575e-07,0.0,2.0,229.0,227.0,87.29268292682927,96.46876859012491,12.0,6,0.6242187264424257,0.5915530488268386,0.5856318361185693,0.5853812088022743,0.5853661154742228,True,0.792997622442975,0.16073696339123306,0.39062500000000006,0.5729166666666667,0.036458333333333336,0.0
Na2.7Sc0.2Zr1.8(SiO4)1.5(PO4)1.5,NASICON,Trigonal,8.87e-05,"1,2,3,13",,,68.0,10.1021/acs.chemmater.6b02516,Na2.7 Sc0.2 Zr1.8 Si1.5 O12 P1.5,8.0,40.0,32.0,12.456852791878173,5.829008735087223,8.0,2.0,87.0,85.0,69.65989847715736,24.426550542399966,87.0,15.9994,91.224,75.22460000000001,26.185200632284264,13.285002257723727,15.9994,54.8,2128.0,2073.2,449.675076142132,522.8261150763999,54.8,1.0,16.0,15.0,12.48730964467005,4.892421860908553,16.0,2.0,5.0,3.0,2.5837563451776653,0.7111752428560387,2.0,66.0,175.0,109.0,97.26903553299493,38.09425648689737,66.0,0.93,3.44,2.51,2.6696446700507614,0.9385039552681078,3.44,1.0,2.0,1.0,1.8629441624365484,0.23654306990646493,2.0,0.0,4.0,4.0,2.817258883248731,1.4687314798113842,4.0,0.0,2.0,2.0,0.19289340101522845,0.34662062923548664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,5.0,4.873096446700508,1.3922028395475274,6.0,0.0,1.0,1.0,0.1370558375634518,0.23654306990646504,0.0,0.0,4.0,4.0,1.751269035532995,0.8356309103558454,2.0,0.0,9.0,9.0,0.8223350253807107,1.4776984720039166,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,9.0,8.0,2.7106598984771573,1.3346904068643872,2.0,9.105,29.2433333333,20.1383333333,15.17412980419848,7.393863720850938,9.105,0.0,1.625,1.625,0.18258883248730964,0.3095668530495504,0.0,0.0,6.35e-06,6.35e-06,6.446700507614214e-08,1.2762503542992608e-07,0.0,2.0,229.0,227.0,75.8274111675127,89.00203561029659,12.0,6,0.6402180501541271,0.6129058732198629,0.6092239700364896,0.6091398278253428,0.609137076557651,True,0.792997622442975,0.15157962621205867,0.38229166666666664,0.5781249999999999,0.03958333333333333,0.0
